temperature_celsius, year, month, country, ISO3
24.1517, 2008, Feb, Philippines, PHL
25.4219, 2008, Mar, Philippines, PHL
26.4157, 2008, Apr, Philippines, PHL
26.0644, 2008, May, Philippines, PHL
26.1525, 2008, Jun, Philippines, PHL
26.0829, 2008, Jul, Philippines, PHL
25.7532, 2008, Aug, Philippines, PHL
26.0891, 2008, Sep, Philippines, PHL
25.9654, 2008, Oct, Philippines, PHL
25.6959, 2008, Nov, Philippines, PHL
25.0161, 2008, Dec, Philippines, PHL
24.1465, 2009, Jan, Philippines, PHL
25.174, 2009, Feb, Philippines, PHL
26.114, 2009, Mar, Philippines, PHL
26.1847, 2009, Apr, Philippines, PHL
26.4238, 2009, May, Philippines, PHL
25.8999, 2009, Jun, Philippines, PHL
25.6978, 2009, Jul, Philippines, PHL
26.4123, 2009, Aug, Philippines, PHL
25.9734, 2009, Sep, Philippines, PHL
25.6722, 2009, Oct, Philippines, PHL
25.495, 2009, Nov, Philippines, PHL
24.5257, 2009, Dec, Philippines, PHL
24.4225, 2010, Jan, Philippines, PHL
25.2749, 2010, Feb, Philippines, PHL
26.3652, 2010, Mar, Philippines, PHL
26.4783, 2010, Apr, Philippines, PHL
27.0725, 2010, May, Philippines, PHL
27.0885, 2010, Jun, Philippines, PHL
26.1774, 2010, Jul, Philippines, PHL
26.0448, 2010, Aug, Philippines, PHL
26.0935, 2010, Sep, Philippines, PHL
25.583, 2010, Oct, Philippines, PHL
25.4349, 2010, Nov, Philippines, PHL
24.8938, 2010, Dec, Philippines, PHL
23.7031, 2011, Jan, Philippines, PHL
24.5569, 2011, Feb, Philippines, PHL
25.1131, 2011, Mar, Philippines, PHL
26.2931, 2011, Apr, Philippines, PHL
26.5122, 2011, May, Philippines, PHL
26.4864, 2011, Jun, Philippines, PHL
25.905, 2011, Jul, Philippines, PHL
26.2561, 2011, Aug, Philippines, PHL
26.0859, 2011, Sep, Philippines, PHL
26.2808, 2011, Oct, Philippines, PHL
25.9895, 2011, Nov, Philippines, PHL
25.4554, 2011, Dec, Philippines, PHL
25.1849, 2012, Jan, Philippines, PHL
25.3543, 2012, Feb, Philippines, PHL
25.8762, 2012, Mar, Philippines, PHL
27.1554, 2012, Apr, Philippines, PHL
27.4435, 2012, May, Philippines, PHL
26.848, 2012, Jun, Philippines, PHL
25.8999, 2012, Jul, Philippines, PHL
25.9538, 2012, Aug, Philippines, PHL
25.7934, 2012, Sep, Philippines, PHL
26.0214, 2012, Oct, Philippines, PHL
25.9289, 2012, Nov, Philippines, PHL
25.8235, 2012, Dec, Philippines, PHL
24.8778, 2013, Jan, Philippines, PHL
25.4676, 2013, Feb, Philippines, PHL
26.2369, 2013, Mar, Philippines, PHL
27.2924, 2013, Apr, Philippines, PHL
27.5711, 2013, May, Philippines, PHL
26.7544, 2013, Jun, Philippines, PHL
25.9664, 2013, Jul, Philippines, PHL
25.9604, 2013, Aug, Philippines, PHL
26.1603, 2013, Sep, Philippines, PHL
25.7289, 2013, Oct, Philippines, PHL
25.7594, 2013, Nov, Philippines, PHL
25.3185, 2013, Dec, Philippines, PHL
23.6587, 2014, Jan, Philippines, PHL
24.4568, 2014, Feb, Philippines, PHL
25.4131, 2014, Mar, Philippines, PHL
26.7698, 2014, Apr, Philippines, PHL
27.3583, 2014, May, Philippines, PHL
26.8594, 2014, Jun, Philippines, PHL
26.2883, 2014, Jul, Philippines, PHL
26.1487, 2014, Aug, Philippines, PHL
25.9629, 2014, Sep, Philippines, PHL
26.0474, 2014, Oct, Philippines, PHL
26.0677, 2014, Nov, Philippines, PHL
25.2588, 2014, Dec, Philippines, PHL
24.513, 2015, Jan, Philippines, PHL
24.7406, 2015, Feb, Philippines, PHL
25.8039, 2015, Mar, Philippines, PHL
26.8073, 2015, Apr, Philippines, PHL
27.4637, 2015, May, Philippines, PHL
26.8334, 2015, Jun, Philippines, PHL
26.2462, 2015, Jul, Philippines, PHL
26.3464, 2015, Aug, Philippines, PHL
26.3619, 2015, Sep, Philippines, PHL
26.2453, 2015, Oct, Philippines, PHL
26.2845, 2015, Nov, Philippines, PHL
25.8008, 2015, Dec, Philippines, PHL
25.5973, 2016, Jan, Philippines, PHL
25.1657, 2016, Feb, Philippines, PHL
26.3042, 2016, Mar, Philippines, PHL
27.6981, 2016, Apr, Philippines, PHL
27.8719, 2016, May, Philippines, PHL
27.1784, 2016, Jun, Philippines, PHL
26.6946, 2016, Jul, Philippines, PHL
26.7572, 2016, Aug, Philippines, PHL
26.5265, 2016, Sep, Philippines, PHL
26.2731, 2016, Oct, Philippines, PHL
25.8079, 2016, Nov, Philippines, PHL
25.8024, 2016, Dec, Philippines, PHL
